route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
7928,1,5212888,the Richmond District,0,395544,92364
7928,1,5212887,the Richmond District,0,395543,92364
7928,1,5212886,the Richmond District,0,395529,92364
7928,1,5212885,the Richmond District,0,395527,92364
7928,1,5212884,the Richmond District,0,395537,92364
7928,1,5212883,the Richmond District,0,395526,92364
7928,1,5212882,the Richmond District,0,395536,92364
7928,1,5212881,the Richmond District,0,395535,92364
7928,1,5212880,the Richmond District,0,395541,92364
7928,1,5212879,the Richmond District,0,395524,92364
7928,1,5212878,the Richmond District,0,395531,92364
7928,1,5212993,the Richmond District,0,395534,92364
7928,1,5212992,the Richmond District,0,395545,92364
7928,1,5212877,the Richmond District,0,395533,92364
7928,1,5212876,the Richmond District,0,395540,92364
7928,1,5212875,the Richmond District,0,395542,92364
7928,1,5212843,California & Presidio,0,395536,92361
7928,1,5212842,California & Presidio,0,395535,92361
7928,1,5212841,California & Presidio,0,395541,92361
7928,1,5212840,California & Presidio,0,395546,92361
7928,1,5212778,California & Presidio,0,395530,92361
7928,1,5212814,the Richmond District,0,395541,92364
7928,1,5212813,the Richmond District,0,395524,92364
7928,1,5212812,the Richmond District,0,395542,92364
7928,1,5212811,the Richmond District,0,395538,92364
7928,1,5212810,the Richmond District,0,395541,92364
7928,1,5212809,the Richmond District,0,395524,92364
7928,1,5212808,the Richmond District,0,395542,92364
7928,1,5212807,the Richmond District,0,395538,92364
7928,1,5212806,the Richmond District,0,395536,92364
7928,1,5212805,the Richmond District,0,395541,92364
7928,1,5212804,the Richmond District,0,395524,92364
7928,1,5212803,the Richmond District,0,395540,92364
7928,1,5212802,the Richmond District,0,395542,92364
7928,1,5212801,the Richmond District,0,395538,92364
7928,1,5212800,the Richmond District,0,395527,92364
7928,1,5212799,the Richmond District,0,395536,92364
7928,1,5212798,the Richmond District,0,395541,92364
7928,1,5212797,the Richmond District,0,395524,92364
7928,1,5212991,the Richmond District,0,395545,92364
7928,1,5212796,the Richmond District,0,395540,92364
7928,1,5212990,the Richmond District,0,395542,92364
7928,1,5212795,the Richmond District,0,395539,92364
7928,1,5212794,the Richmond District,0,395528,92364
7928,1,5212793,the Richmond District,0,395538,92364
7928,1,5212989,the Richmond District,0,395544,92364
7928,1,5212792,the Richmond District,0,395529,92364
7928,1,5212791,the Richmond District,0,395527,92364
7928,1,5212790,the Richmond District,0,395537,92364
7928,1,5212789,the Richmond District,0,395536,92364
7928,1,5212788,the Richmond District,0,395535,92364
7928,1,5212963,the Richmond District,0,395541,92364
7928,1,5212941,the Richmond District,0,395543,92364
7928,1,5212940,the Richmond District,0,395524,92364
7928,1,5212939,the Richmond District,0,395534,92364
7928,3,5213575,the Richmond District,0,395575,92367
7928,3,5213554,the Richmond District,0,395572,92367
7928,3,5213558,the Richmond District,0,395577,92367
7928,3,5213561,the Richmond District,0,395568,92367
7928,3,5213566,the Richmond District,0,395570,92367
7928,3,5213569,the Richmond District,0,395576,92367
7928,3,5213571,the Richmond District,0,395573,92367
7928,3,5213572,the Richmond District,0,395574,92367
7928,3,5213573,the Richmond District,0,395565,92367
7928,3,5213574,the Richmond District,0,395566,92367
7928,2,5213334,the Richmond District,0,395563,92367
7928,2,5213333,the Richmond District,0,395564,92367
7928,2,5213332,the Richmond District,0,395553,92367
7928,2,5213331,the Richmond District,0,395562,92367
7928,2,5213330,the Richmond District,0,395560,92367
7928,2,5213329,the Richmond District,0,395561,92367
7928,2,5213328,the Richmond District,0,395554,92367
7928,2,5213327,the Richmond District,0,395558,92367
7928,2,5213326,the Richmond District,0,395556,92367
7928,2,5213325,the Richmond District,0,395557,92367
7928,2,5213324,the Richmond District,0,395559,92367
7928,2,5213323,the Richmond District,0,395555,92367
7928,2,5213322,the Richmond District,0,395552,92367
7928,1,5212839,the Richmond District,0,395540,92367
7928,1,5212838,the Richmond District,0,395545,92367
7928,1,5212986,the Richmond District,0,395534,92364
7928,1,5212985,the Richmond District,0,395545,92364
7928,1,5212983,the Richmond District,0,395540,92364
7928,1,5212982,the Richmond District,0,395542,92364
7928,1,5212980,the Richmond District,0,395546,92364
7928,1,5212979,the Richmond District,0,395539,92364
7928,1,5212977,the Richmond District,0,395528,92364
7928,1,5212976,the Richmond District,0,395544,92364
7928,1,5212974,the Richmond District,0,395529,92364
7928,1,5212973,the Richmond District,0,395527,92364
7928,1,5212972,the Richmond District,0,395537,92364
7928,1,5212971,the Richmond District,0,395526,92364
7928,1,5212970,the Richmond District,0,395536,92364
7928,1,5212969,the Richmond District,0,395535,92364
7928,1,5212968,the Richmond District,0,395541,92364
7928,1,5212818,the Richmond District,0,395524,92364
7928,1,5212817,the Richmond District,0,395531,92364
7928,1,5212816,the Richmond District,0,395534,92364
7928,1,5212918,the Richmond District,0,395545,92364
7928,1,5212917,the Richmond District,0,395533,92364
7928,1,5212916,the Richmond District,0,395540,92364
7928,1,5212915,the Richmond District,0,395542,92364
7928,1,5212914,the Richmond District,0,395532,92364
7928,1,5212913,the Richmond District,0,395546,92364
7928,1,5212912,the Richmond District,0,395539,92364
7928,1,5212911,the Richmond District,0,395530,92364
7928,1,5212910,the Richmond District,0,395528,92364
7928,1,5212909,the Richmond District,0,395544,92364
7928,1,5212908,the Richmond District,0,395543,92364
7928,1,5212907,the Richmond District,0,395529,92364
7928,1,5212906,the Richmond District,0,395527,92364
7928,1,5212905,the Richmond District,0,395537,92364
7928,1,5212904,the Richmond District,0,395526,92364
7928,1,5212903,the Richmond District,0,395536,92364
7928,1,5212902,the Richmond District,0,395535,92364
7928,1,5212901,the Richmond District,0,395541,92364
7928,1,5212900,the Richmond District,0,395524,92364
7928,1,5212899,the Richmond District,0,395531,92364
7928,1,5212898,the Richmond District,0,395534,92364
7928,1,5213092,California & Presidio Ave,1,395538,92369
7928,1,5213091,California & Presidio Ave,1,395536,92369
7928,1,5213090,California & Presidio Ave,1,395540,92369
7928,1,5213089,California & Presidio Ave,1,395527,92369
7928,1,5213088,California & Presidio Ave,1,395545,92369
7928,1,5213087,California & Presidio Ave,1,395539,92369
7928,1,5213211,California & Presidio Ave,1,395528,92369
7928,1,5213086,California & Presidio Ave,1,395544,92369
7928,1,5213209,California & Presidio Ave,1,395529,92369
7928,1,5213096,California & Presidio Ave,1,395537,92369
7928,1,5213100,California & Presidio Ave,1,395535,92369
7928,1,5213099,California & Presidio Ave,1,395543,92369
7928,1,5213210,California & Presidio Ave,1,395534,92369
7928,1,5213212,California & Presidio Ave,1,395546,92369
7928,3,5213580,Downtown,1,395565,92370
7928,3,5213581,Downtown,1,395566,92370
7928,3,5213582,Downtown,1,395567,92370
7928,3,5213583,Downtown,1,395568,92370
7928,3,5213584,Downtown,1,395565,92370
7928,3,5213585,Downtown,1,395566,92370
7928,3,5213586,Downtown,1,395567,92370
7928,3,5213587,Downtown,1,395568,92370
7928,3,5213588,Downtown,1,395565,92370
7928,3,5213589,Downtown,1,395566,92370
7928,3,5213590,Downtown,1,395567,92370
7928,1,5212873,the Richmond District,0,395532,92364
7928,1,5212872,the Richmond District,0,395546,92364
7928,1,5212871,the Richmond District,0,395539,92364
7928,1,5212781,the Richmond District,0,395530,92364
7928,1,5212780,the Richmond District,0,395528,92364
7928,1,5212870,the Richmond District,0,395544,92364
7928,1,5212854,the Richmond District,0,395543,92364
7928,1,5212869,the Richmond District,0,395529,92364
7928,1,5212868,the Richmond District,0,395527,92364
7928,1,5212932,the Richmond District,0,395537,92364
7928,1,5212867,the Richmond District,0,395526,92364
7928,1,5212852,the Richmond District,0,395536,92364
7928,1,5212851,the Richmond District,0,395535,92364
7928,1,5212850,the Richmond District,0,395541,92364
7928,1,5212864,the Richmond District,0,395524,92364
7928,1,5212863,the Richmond District,0,395531,92364
7928,1,5212862,the Richmond District,0,395534,92364
7928,1,5212861,the Richmond District,0,395545,92364
7928,1,5212860,the Richmond District,0,395533,92364
7928,1,5212859,the Richmond District,0,395542,92364
7928,1,5212858,the Richmond District,0,395532,92364
7928,1,5212857,the Richmond District,0,395539,92364
7928,1,5212856,the Richmond District,0,395528,92364
7928,1,5212855,the Richmond District,0,395544,92364
7928,1,5212779,the Richmond District,0,395529,92364
7928,1,5212777,the Richmond District,0,395527,92364
7928,1,5212776,the Richmond District,0,395526,92364
7928,1,5212775,the Richmond District,0,395525,92364
7928,1,5212774,the Richmond District,0,395524,92364
7928,1,5212815,the Richmond District,0,395531,92364
7928,1,5212787,the Richmond District,0,395534,92364
7928,1,5212786,the Richmond District,0,395533,92364
7928,1,5212785,the Richmond District,0,395532,92364
7928,1,5212784,the Richmond District,0,395528,92364
7928,1,5212783,the Richmond District,0,395530,92364
7928,1,5212782,the Richmond District,0,395531,92364
7928,3,5213539,the Richmond District,0,395571,92367
7928,3,5213546,the Richmond District,0,395569,92367
7928,3,5213549,the Richmond District,0,395567,92367
7928,3,5213636,Downtown,1,395576,92370
7928,3,5213637,Downtown,1,395566,92370
7928,3,5213638,Downtown,1,395573,92370
7928,3,5213639,Downtown,1,395569,92370
7928,3,5213640,Downtown,1,395577,92370
7928,3,5213641,Downtown,1,395570,92370
7928,3,5213642,Downtown,1,395567,92370
7928,3,5213643,Downtown,1,395574,92370
7928,3,5213644,Downtown,1,395568,92370
7928,3,5213646,Downtown,1,395571,92370
7928,3,5213647,Downtown,1,395575,92370
7928,3,5213648,Downtown,1,395565,92370
7928,3,5213649,Downtown,1,395572,92370
7928,3,5213650,Downtown,1,395576,92370
7928,3,5213651,Downtown,1,395566,92370
7928,3,5213652,Downtown,1,395573,92370
7928,3,5213653,Downtown,1,395569,92370
7928,3,5213654,Downtown,1,395577,92370
7928,3,5213655,Downtown,1,395570,92370
7928,3,5213656,Downtown,1,395567,92370
7928,3,5213657,Downtown,1,395574,92370
7928,3,5213659,Downtown,1,395568,92370
7928,3,5213660,Downtown,1,395571,92370
7928,3,5213661,Downtown,1,395575,92370
7928,3,5213662,Downtown,1,395565,92370
7928,1,5212837,the Richmond District,0,395542,92367
7928,1,5212835,the Richmond District,0,395539,92367
7928,1,5212836,the Richmond District,0,395544,92367
7928,1,5212834,the Richmond District,0,395529,92367
7928,1,5212833,the Richmond District,0,395527,92367
7928,1,5212832,the Richmond District,0,395526,92367
7928,1,5212831,the Richmond District,0,395525,92367
7928,1,5212830,the Richmond District,0,395524,92367
7928,1,5212829,the Richmond District,0,395534,92367
7928,1,5212828,the Richmond District,0,395533,92367
7928,1,5212827,the Richmond District,0,395532,92367
7928,1,5212826,the Richmond District,0,395528,92367
7928,1,5212825,the Richmond District,0,395530,92367
7928,1,5212824,the Richmond District,0,395531,92367
7928,3,5213577,California & Presidio Ave,1,395565,92369
7928,3,5213576,California & Presidio Ave,1,395566,92369
7928,3,5213578,California & Presidio Ave,1,395567,92369
7928,3,5213579,California & Presidio Ave,1,395568,92369
7928,3,5213594,California & Presidio Ave,1,395569,92369
7928,3,5213597,California & Presidio Ave,1,395571,92369
7928,3,5213601,California & Presidio Ave,1,395573,92369
7928,3,5213605,California & Presidio Ave,1,395574,92369
7928,3,5213608,California & Presidio Ave,1,395575,92369
7928,3,5213611,California & Presidio Ave,1,395576,92369
7928,3,5213615,California & Presidio Ave,1,395577,92369
